Strain Id	Organization	Strain Type	Cultivation record	Sown seeds	Germinated　seeds	Total mutant	Total harvested seed	Plant Ontology ID	Germination rate(%)	Mutation rate(%)	First flowering date	First fruit harvesting date	Flower to fruit period	Growth Stage:Phenotype	link
TOMJPE2191	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007112,SP:0000141,SP:0000022	30	33.3				fruit : Sterility-Full sterility, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=148
TOMJPE2196	University of Tsukuba	EMS mutagenesis lines		2	0	0	L		40	50				- : Plant size-Small plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=149
TOMJPE2198	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	SP:0000041,SP:0000032	50	20				leaf production : Leaf morphology-Leaf width, - : Plant size-Large plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=150
TOMJPE2199	University of Tsukuba	EMS mutagenesis lines		1	0	0	M		60	16.7					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=151
TOMJPE2200	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	SP:0000023	70	14.3				- : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=152
TOMJPE2207	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0001050,SP:0000054	50	20				leaf production : Leaf color-Yellow-green leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=154
TOMJPE2208	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0001050,PO:0007112,SP:0000022,SP:0000056	80	12.5				leaf production : Leaf color-Other leaf color, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=246
TOMJPE2211	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	SP:0000023,SP:0000041	60	16.7				leaf production : Leaf morphology-Leaf width, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=195
TOMJPE2215	University of Tsukuba	EMS mutagenesis lines		2	0	0	M	SP:0000022,SP:0000032	60	33.3				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=196
TOMJPE2217	University of Tsukuba	EMS mutagenesis lines		1	0	0	34	PO:0001083,PO:0007047,SP:0000117,SP:0000032	20	50				inflorescence : Inflorescence structure-Lots of flowers, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=197
TOMJPE2222	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	SP:0000022	40	25				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=198
TOMJPE2223	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	SP:0000023,SP:0000032,SP:0000041	80	12.5				leaf production : Leaf morphology-Leaf width, - : Plant habit-Branching, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=244
TOMJPE2227	University of Tsukuba	EMS mutagenesis lines		1	0	0	7ml		75	16.7	2010/02/02	2010/02/02		fruit : Fruit morphology-Long fruit	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1100
TOMJPE2228	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000022	62.5	20				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=255
TOMJPE2231	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112,SP:0000022,SP:0000032	33.3	33.3				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=199
TOMJPE2233	University of Tsukuba	EMS mutagenesis lines		2	0	0	M	SP:0000023,SP:0000032,SP:0000010	70	28.6				fruit : Fruit size-Small fruit, - : Plant habit-Branching, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=256
TOMJPE2235	University of Tsukuba	EMS mutagenesis lines		1	0	0	10ml（1.5ml）	SP:0000022,SP:0000031	100	10	2010/02/02	2010/02/02		- : Plant habit-Internode length, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1101
TOMJPE2236	University of Tsukuba	EMS mutagenesis lines		2	0	0	5	SP:0000031,SP:0000141,SP:0000108	100	100				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=231
TOMJPE2237	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	SP:0000032,SP:0000023	50	25				- : Plant habit-Branching, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=200
TOMJPE2241	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000032	60	16.7				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=257
TOMJPE2242	University of Tsukuba	EMS mutagenesis lines		1	0	0	7.5ml（0.5ml）		90	11.1	2010/02/02	2010/02/02		inflorescence : Inflorescence structure-Lots of flowers	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1102
TOMJPE2245	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	PO:0007112,SP:0000022	80	12.5				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=201
TOMJPE2248	University of Tsukuba	EMS mutagenesis lines		2	0	0	S	PO:0007112,SP:0000022	40	50				- : Plant size-Small plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=258
TOMJPE2250	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	SP:0000117,SP:0000022	80	12.5				inflorescence : Inflorescence structure-Lots of flowers, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=259
TOMJPE2253	University of Tsukuba	EMS mutagenesis lines		2	0	0	L	SP:0000023,SP:0000031	80	25				- : Plant size-Large plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=254
TOMJPE2254	University of Tsukuba	EMS mutagenesis lines		1	0	0	M		80	12.5				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=202
TOMJPE2259	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0007112,SP:0000056,SP:0000022,SP:0000032	80	12.5				leaf production : Leaf color-Other leaf color, - : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=247
TOMJPE2264	University of Tsukuba	EMS mutagenesis lines		1	0	0	7ml（0.5ml）	SP:0000022	70	14.3	2010/02/02	2010/02/02		- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1103
TOMJPE2269	University of Tsukuba	EMS mutagenesis lines		2	0	0	L,S	PO:0001002,PO:0007042,SP:0000031,SP:0000111	30	66.7				fruit : Fruit morphology-Long fruit, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=203
TOMJPE2274	University of Tsukuba	EMS mutagenesis lines		1	0	0	18	SP:0000023,SP:0000031	70	14.3				- : Plant size-Large plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=260
TOMJPE2275	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007112,SP:0000056,SP:0000022,SP:0000032	10	100				leaf production : Leaf color-Other leaf color, - : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=248
TOMJPE2278	University of Tsukuba	EMS mutagenesis lines		2	0	0	L	SP:0000031,SP:0000041,SP:0000031,SP:0000038	30	66.7				fruit : Fruit morphology-Other fruit morphology, leaf production : Leaf morphology-Leaf width, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=204
TOMJPE2280	University of Tsukuba	EMS mutagenesis lines		1	0	0	11	SP:0000022,SP:0000031	50	20				- : Plant size-Small plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=261
TOMJPE2284	University of Tsukuba	EMS mutagenesis lines		2	0	0	L	SP:0000032,SP:0000022	90	22.2				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=262
TOMJPE2287	University of Tsukuba	EMS mutagenesis lines		2	0	0	M	SP:0000022,SP:0000061,SP:0000056	90	22.2				leaf production : Leaf color-Other leaf color, flowering : Flowering timing-Late, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=239
TOMJPE2289	University of Tsukuba	EMS mutagenesis lines		3	0	0	5.5ml		30	100	2010/02/02	2010/02/02		ripening : Fruit ripening-Late ripening, leaf production : Leaf morphology-Leaf size, flowering : Flowering timing-Late	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1104
TOMJPE2292	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000022,SP:0000031	30	33.3				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=205
TOMJPE2294	University of Tsukuba	EMS mutagenesis lines		2	0	0	S	PO:0001050,PO:0007112,SP:0000022,SP:0000054,SP:0000041,SP:0000032	60	33.3				leaf production : Leaf morphology-Leaf width, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=224
TOMJPE2295	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	SP:0000142,SP:0000031	50	20					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=240
TOMJPE2298	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0007112,SP:0000022	70	14.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=263
TOMJPE2301	University of Tsukuba	EMS mutagenesis lines		1	0	0	20	SP:0000023,SP:0000031	40	25				- : Plant size-Large plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=241
TOMJPE2304	University of Tsukuba	EMS mutagenesis lines		3	0	0	S	PO:0007112,SP:0000022,SP:0000031,SP:0000142	100	30				- : Plant habit-Internode length, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=206
TOMJPE2306	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000022,SP:0000031	40	25				- : Plant size-Small plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=242
TOMJPE2307	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000031,SP:0000056	60	16.7				leaf production : Leaf color-Other leaf color, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=230
TOMJPE2316	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000031	70	14.3				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=264
TOMJPE2318	University of Tsukuba	EMS mutagenesis lines		1	0	0	8	PO:0007112,SP:0000022,SP:0000141	10	100				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=265
TOMJPE2324	University of Tsukuba	EMS mutagenesis lines		1	0	0	9ml（0）	SP:0000011,SP:0000008,SP:0000004	87.5	14.3	2010/02/02	2010/02/02		fruit : Fruit morphology-Other fruit morphology, leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1105
TOMJPE2327	University of Tsukuba	EMS mutagenesis lines		1	0	0	4	PO:0001050,PO:0007112,SP:0000022,SP:0000054	60	16.7				leaf production : Leaf color-Yellow-green leaf, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=243
TOMJPE2339	University of Tsukuba	EMS mutagenesis lines		2	0	0	7ml（0.5ml）	SP:0000022	20	100	2010/02/02	2010/02/02		- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1107
TOMJPE2346	University of Tsukuba	EMS mutagenesis lines		1	0	0	12	SP:0000022	30	33.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=266
TOMJPE2349	University of Tsukuba	EMS mutagenesis lines		1	0	0	7ml（0.5ml）	SP:0000130,SP:0000023	60	16.7	2010/02/02	2010/02/02		germination : Seed-Slow germination, - : Plant size-Large plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1108
TOMJPE2350	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000031	40	25				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=180
TOMJPE2363	University of Tsukuba	EMS mutagenesis lines		2	0	0	M	SP:0000041,SP:0000023,SP:0000032	50	40				leaf production : Leaf morphology-Leaf width, - : Plant habit-Branching, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=219
TOMJPE2364	University of Tsukuba	EMS mutagenesis lines		1	0	0	8ml（4ml）		50	20	2010/02/02	2010/02/02		- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1109
TOMJPE2375	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000022,SP:0000032	20	50				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=168
TOMJPE2380	University of Tsukuba	EMS mutagenesis lines		1	0	0	20	PO:0007112,SP:0000022	20	50				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=169
TOMJPE2383	University of Tsukuba	EMS mutagenesis lines		3	0	0	S	PO:0007112,SP:0000022,SP:0000056,SP:0000005,SP:0000141	60	50				leaf production : Leaf morphology-Leaf size, leaf production : Leaf color-Other leaf color, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=170
TOMJPE2384	University of Tsukuba	EMS mutagenesis lines		1	0	0	15	PO:0007112,SP:0000022	30	33.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=133
TOMJPE2385	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		40	25				inflorescence : Inflorescence structure-Lots of flowers, - : Plant habit-Branching, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=210
TOMJPE2388	University of Tsukuba	EMS mutagenesis lines		1	0	0	3	SP:0000021,SP:0000011	20	50				fruit : Fruit morphology-Other fruit morphology, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=223
TOMJPE2389	University of Tsukuba	EMS mutagenesis lines		2	0	0	L	SP:0000023,SP:0000032,SP:0000108	20	100				leaf production : Leaf morphology-Leaf texture, - : Plant habit-Branching, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=214
TOMJPE2415	University of Tsukuba	EMS mutagenesis lines		1	0	0	7ml（9粒）	SP:0000071,SP:0000031,SP:0000022	70	14.3	2010/02/02	2010/02/02		inflorescence : Inflorescence structure-Few flowers, - : Plant habit-Internode length, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1111
TOMJPE2440	University of Tsukuba	EMS mutagenesis lines		1	0	0	5.5ml（2ml）	SP:0000022	50	20	2010/02/02	2010/02/02		inflorescence : Inflorescence structure-Few flowers, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1112
TOMJPE2449	University of Tsukuba	EMS mutagenesis lines		1	0	0	7ml（1ml）	SP:0000022	80	12.5	2010/02/02	2010/02/02		- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1114
TOMJPE2462	University of Tsukuba	EMS mutagenesis lines		1	0	0	8ml（1.5ml）		100	10	2010/02/02	2010/02/02		- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1115
TOMJPE2469	University of Tsukuba	EMS mutagenesis lines		1	0	0	3ml		25	50	2010/02/02	2010/02/02		- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1116
TOMJPE2473	University of Tsukuba	EMS mutagenesis lines		1	0	0		SP:0000031,SP:0000022	90	11.1	2010/02/02	2010/02/02		- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1117
TOMJPE2479	University of Tsukuba	EMS mutagenesis lines		1	0	0	7ml（2ml）		100	10	2010/02/02	2010/02/02		- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1118
TOMJPE2547	University of Tsukuba	EMS mutagenesis lines		1	0	0	8ml（0）	SP:0000021,SP:0000031,SP:0000011	80	12.5	2010/02/02	2010/02/02		fruit : Fruit morphology-Other fruit morphology, - : Plant habit-Internode length, - : Plant size-Extremely small	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1120
TOMJPE2549	University of Tsukuba	EMS mutagenesis lines		1	0	0	9ml（0）	SP:0000004,SP:0000053,SP:0000009,SP:0000021	100	10	2010/02/02	2010/02/02		flowering : Flower color-Pale yellow flower, leaf production : Leaf morphology-Other leaf morphology, leaf production : Leaf color-White, - : Plant size-Extremely small, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1121
TOMJPE2559	University of Tsukuba	EMS mutagenesis lines		1	0	0	10ml（1ml）	SP:0000021	100	10	2010/02/02	2010/02/02		- : Plant size-Extremely small	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1122
TOMJPE2592	University of Tsukuba	EMS mutagenesis lines		1	0	0	7ml（12粒）	SP:0000004	50	20	2010/02/02	2010/02/02		leaf production : Leaf morphology-Leaf texture	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1123
TOMJPE2595	University of Tsukuba	EMS mutagenesis lines		3	0	0	7ml（0）	SP:0000021,	70	42.9	2010/02/02	2010/02/02		- : Plant size-Extremely small, - : Plant habit-Aborted growth	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1124
TOMJPE2607	University of Tsukuba	EMS mutagenesis lines		1	0	0	6ml（1.5ml）	SP:0000116,	40	25	2010/02/02	2010/02/02		inflorescence : Inflorescence structure-Lots of flowers	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1125
TOMJPE2610	Okayama University	EMS mutagenesis lines		0	0	0	169		50	0	2006/04/24	2006/05/30		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=281
TOMJPE2613	Okayama University	EMS mutagenesis lines		0	0	0	138		30	0	2006/04/22	2006/05/31		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=282
TOMJPE2621	University of Tsukuba	EMS mutagenesis lines		1	0	0	7.5ml（4ml）		70	14.3	2010/02/02	2010/02/02		leaf production : Leaf morphology-Leaf width, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1126
TOMJPE2651	Okayama University	EMS mutagenesis lines		2	0	0	75		50	40	2006/05/01	2006/06/12		leaf production : Leaf color-Yellow-green leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=361
TOMJPE2655	Okayama University	EMS mutagenesis lines		1	0	0			40	25	2006/04/28	2006/06/10		fruit : Fruit morphology-Other fruit morphology, fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=446
TOMJPE2656	Okayama University	EMS mutagenesis lines		0	0	0	26		50	0	2006/04/20	2006/05/31		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=289
TOMJPE2658	Okayama University	EMS mutagenesis lines		0	0	0	190		50	0	2006/04/19	2006/05/28		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=283
TOMJPE2670	Okayama University	EMS mutagenesis lines		1	0	0	99		80	12.5	2006/04/24	2006/06/11		leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=359
TOMJPE2699	Okayama University	EMS mutagenesis lines		0	0	0	384		50	0	2006/04/19	2006/05/30		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=284
TOMJPE2703	Okayama University	EMS mutagenesis lines		1	0	0	76		100	10	2006/04/16	2006/05/30		fruit : Fruit size-Large fruit	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=360
TOMJPE2711	Okayama University	EMS mutagenesis lines		1	0	0	2		20	50	2006/04/14	2006/05/28		fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=444
TOMJPE2713	Okayama University	EMS mutagenesis lines		0	0	0	350		70	0	2006/04/18	2006/05/26		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=285
TOMJPE2720	Okayama University	EMS mutagenesis lines		0	0	0	153		30	0	2006/04/21	2006/05/31		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=288
TOMJPE2723	Okayama University	EMS mutagenesis lines		0	0	0	738		50	0	2006/04/23	2006/05/24		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=340
TOMJPE2727	Okayama University	EMS mutagenesis lines		0	0	0	269		70	0	2006/04/20	2006/05/30		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=341
TOMJPE2737	Okayama University	EMS mutagenesis lines		3	0	0	110		70	42.9	2006/04/20	2006/05/30		- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=362
TOMJPE2738	Okayama University	EMS mutagenesis lines		3	0	0	17		80	37.5	2006/05/02	2006/06/13		- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=363
TOMJPE2753	Okayama University	EMS mutagenesis lines		1	0	0	23		50	20				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=445
TOMJPE2771	Okayama University	EMS mutagenesis lines		0	0	0	540		50	0	2006/05/08	2006/06/18		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=290
TOMJPE2774	Okayama University	EMS mutagenesis lines		0	0	0	500		50	0	2006/05/09	2006/06/20		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=291
TOMJPE2786	Okayama University	EMS mutagenesis lines		0	0	0	307		60	0	2006/04/22	2006/06/03		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=292
TOMJPE2792	Okayama University	EMS mutagenesis lines		0	0	0	38		30	0	2006/04/20	2006/05/24		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=342
TOMJPE2794	University of Tsukuba	EMS mutagenesis lines		1	0	0	1.8ml（0.5ml）	SP:0000021,SP:0000031	40	50	2010/02/03	2010/02/03		- : Plant size-Extremely small, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1130
TOMJPE2796	Okayama University	EMS mutagenesis lines		0	0	0	17		80	0	2006/04/23	2006/05/31		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=343
TOMJPE2798	Okayama University	EMS mutagenesis lines		0	0	0	19		60	0	2006/04/23	2006/05/28		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=344
TOMJPE2811	University of Tsukuba	EMS mutagenesis lines		1	0	0	（1.25ml）	SP:0000043	10	100	2010/02/03	2010/02/03		leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1131
TOMJPE2824	University of Tsukuba	EMS mutagenesis lines		1	0	0	2.5ml（1ml）	SP:0000054	70	14.3	2010/02/03	2010/02/03			http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1132
TOMJPE2844	University of Tsukuba	EMS mutagenesis lines		1	0	0	2ml（0.5ml）	SP:0000022	40	25	2010/02/03	2010/02/03		flowering : Flower morphology-Flower organ width, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1133
TOMJPE2855	University of Tsukuba	EMS mutagenesis lines		1	0	0	8ml（0）	SP:0000021,SP:0000054	80	12.5	2010/02/04	2010/02/04		leaf production : Leaf color-Yellow-green leaf, - : Plant size-Extremely small	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1136
TOMJPE2856	University of Tsukuba	EMS mutagenesis lines		1	0	0	8ml（0）	SP:0000021,SP:0000031	80	12.5	2010/02/04	2010/02/04		fruit : Sterility-Partial sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1137
TOMJPE2871-1	University of Tsukuba	EMS mutagenesis lines		1	0	0	3ml（3ml）		50	20	2010/02/04	2010/02/04		- : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1138
TOMJPE2871-2	University of Tsukuba	EMS mutagenesis lines		1	0	0	3ml（0.5ml）		50	20	2010/02/04	2010/02/04		inflorescence : Inflorescence structure-Few flowers	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1139
TOMJPE2893	University of Tsukuba	EMS mutagenesis lines		1	0	0	4.5ml（0.5ml）	SP:0000022,SP:0000054	60	16.7	2010/02/04	2010/02/04		leaf production : Leaf color-Yellow-green leaf, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1140
TOMJPE2921	University of Tsukuba	EMS mutagenesis lines		1	0	0	5.5ml（0.5ml）	SP:0000022,SP:0000031	50	20	2010/02/04	2010/02/04		inflorescence : Inflorescence structure-Few flowers, - : Plant habit-Internode length, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=1141
TOMJPE3009	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0001050,PO:0007112,SP:0000142,SP:0000056	50	20				fruit : Sterility-Full sterility, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=226
TOMJPE3012	University of Tsukuba	EMS mutagenesis lines		1	0	0	1	SP:0000117,SP:0000141	20	50				fruit : Sterility-Partial sterility, inflorescence : Inflorescence structure-Lots of flowers	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=234
TOMJPE3015	University of Tsukuba	EMS mutagenesis lines		2	0	0	4	SP:0000141,SP:0000032	50	66.7				fruit : Sterility-Partial sterility, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=249
TOMJPE3034	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000031	70	14.3				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=251
TOMJPE3036	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		20	50					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=267
TOMJPE3037	University of Tsukuba	EMS mutagenesis lines		1	0	0	2	PO:0001050,SP:0000141,SP:0000108,SP:0000116	60	16.7				fruit : Sterility-Partial sterility, inflorescence : Inflorescence structure-Lots of flowers, leaf production : Leaf morphology-Leaf texture	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=227
