	Tomato Analyzer - Shape Individual Data																																								
	Plot #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness	  Distal Fruit Blockiness	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro	  Proximal Angle Macro	  Proximal Indentation Area	  Distal Angle Micro	  Distal Angle Macro	  Distal Indentation Area	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	Comments			
unique#	Plot #	image files	Fruit	SP:0000087|unit:centimeter	SP:0000085|unit:square centimeter	SP:0000133|unit:centimeter	SP:0000134|unit:centimeter	SP:0000135|unit:centimeter	SP:0000136|unit:centimeter	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154|unit:centimeter	SP:0000369	SP:0000370	SP:0000079|unit:square centimeter	SP:0000155	SP:0000160	SP:0000076|unit:square centimeter	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164				
356-5	356	2009_nc_356_fruit-t.jpg	5	20.9509	24.298	7.3914	7.4168	3.2766	4.0386	0.5445	0.4433	0.9347	0.8247	1.1333	0.6666	0.5016	0.6025	0	0.2593	206.5118	180.0409	0.3836	175.2364	171.8739	0	0	0	0.1959	2.4557	0	6.0034	0.4277	0.6456	0.8947	0.8793	0.4397	0.5065				 
356-6	356	2009_nc_356_fruit-t.jpg	6	28.1018	37.8709	8.4074	8.7376	3.9116	5.9436	0.6802	0.4653	0.994	0.6767	1.4688	0.3393	0.5817	0.5291	0	0.3416	230.9471	224.9583	0.906	173.8334	106.1514	0.0089	0	0	0.2906	3.0086	0	20.6006	0.3944	0.5236	0.9104	0.8905	0.4766	0.5821				 
357-1	357	2009_nc_357_fruit-t.jpg	1	20.7995	20.3135	6.7564	6.985	3.0988	4.3942	0.6291	0.4586	0.7556	0.7293	1.0361	0.3622	0.3728	0.3558	0	0.1127	205.0076	175.1352	0.5463	174.9508	158.0785	0	0	0.1036	0	22.6395	15.2664	0	0.4925	0.5581	0.8807	0.8972	0.4752	0.5163				 
357-2	357	2009_nc_357_fruit-t.jpg	2	22.4291	24.2793	7.1882	7.2644	3.2004	4.445	0.6119	0.4452	0.947	0.7279	1.301	0.4736	0.4816	0.5391	0	0.158	230.1517	199.5067	0.7351	171.9088	178.0172	0	0	0	0.2006	5.1667	0	11.3298	0.4651	0.5977	0.8889	0.9204	0.486	0.5355				 
357-3	357	2009_nc_357_fruit-t.jpg	3	28.5506	32.789	8.6106	8.7884	2.7178	5.3086	0.604	0.3156	0.9587	0.6696	1.4317	0.2013	0.2408	0.5111	0.1535	0	202.2754	267.9863	0.1559	167.5104	120.6365	0.0004	0	0	0.2139	5.2115	0	19.342	0.4585	0.4327	0.8654	0.9278	0.375	0.6662				 
357-4	357	2009_nc_357_fruit-t.jpg	4	25.3685	29.4354	8.636	8.6614	2.7432	4.572	0.5279	0.3176	0.9206	0.8412	1.0944	0.3036	0.1284	0.5677	0	0.1236	210.8165	211.2666	0.839	161.4113	168.7066	0.0057	0	0	0.1373	10.4525	0	10.7353	0.4611	0.4804	0.8958	0.8866	0.3162	0.5973				 
357-5	357	2009_nc_357_fruit-t.jpg	5	27.4987	34.5915	8.9154	9.1186	3.2258	5.5118	0.6045	0.3618	0.9601	0.5328	1.8021	0.2759	0.3143	0.5009	0	0.3667	259.4454	238.6022	1.1914	169.039	108.1381	0.0002	0	0	0.3032	7.6944	0	20.9497	0.3963	0.463	0.8929	0.8772	0.3571	0.5898				 
357-6	357	2009_nc_357_fruit-t.jpg	6	26.1373	30.8974	7.62	7.874	2.9972	5.5626	0.7065	0.3933	0.9967	0.66	1.5101	0.2597	0.5726	0.5015	0	0.3126	281.0763	243.8178	0.8913	160.8094	121.9822	0	0	0	0.3599	7.7156	0	18.4854	0.2968	0.4312	0.8785	0.8785	0.3917	0.63				 
358-1	358	2009_nc_358_fruit-t.jpg	1	20.9661	25.867	6.5278	6.5786	4.2672	4.9276	0.749	0.6537	0.9144	0.8054	1.1353	0.8089	0.8616	0.5512	0	0.094	186.4488	161.6958	0.3111	171.3658	126.1946	0.0047	0	0	0.1433	3.1244	0	6.4186	0.4481	0.7979	1.0405	0.8953	0.7857	0.4087				 
358-2	358	2009_nc_358_fruit-t.jpg	2	21.1885	26.7903	6.7818	6.7818	4.2418	5.0038	0.7378	0.6255	0.8951	0.7978	1.1221	0.7638	0.8426	0.5527	0	0.1014	210.2111	168.4327	0.3629	177.2115	131.5123	0.0014	0	0	0.1463	5.3622	0	6.5489	0.4495	0.6633	0.8725	0.8667	0.625	0.4886				 
358-3	358	2009_nc_358_fruit-t.jpg	3	20.1283	25.6129	6.1214	6.1976	4.2672	5.08	0.8197	0.6971	0.9295	0.8216	1.1313	0.8034	0.9219	0.5738	0	0.1156	227.6135	156.5821	0.2886	176.9317	121.7702	0	0	0	0.196	3.1759	0	6.4362	0.399	0.6734	0.8993	0.8816	0.6979	0.491				 
359-1	359	2009_nc_359_fruit-t.jpg	1	10.7911	8.2329	3.4544	3.4798	2.7178	2.8702	0.8248	0.7868	0.8971	0.8235	1.0893	0.9544	0.9454	0.5519	0.6594	0.0262	204.4619	134.3477	0.0504	186.615	127.7619	0	0	0	0.1412	1.0893	0	1.1176	0.4779	0.75	0.8936	0.875	0.7778	0.4416				 
359-2	359	2009_nc_359_fruit-t.jpg	2	11.478	8.4864	3.5814	3.6068	2.7686	2.921	0.8099	0.773	0.8652	0.8085	1.0702	0.9695	0.9424	0.5566	0.4837	0.0175	195.2779	133.7641	0.032	186.3617	132.0145	0.0008	0	0	0.1321	0.7193	0	0.8014	0.4789	0.7719	0.8889	0.898	0.8302	0.443				 
359-3	359	2009_nc_359_fruit-t.jpg	3	11.1267	7.8929	3.5306	3.556	2.54	2.667	0.75	0.7194	0.8777	0.8489	1.0339	0.9479	0.9052	0.5731	1.0331	0.0453	202.156	140.4464	0.0572	182.9204	134.2917	0	0	0	0.1095	0.1346	0	0.2662	0.5081	0.7692	0.9302	0.8602	0.7273	0.4351				 
359-4	359	2009_nc_359_fruit-t.jpg	4	9.458	6.2793	2.9464	2.9972	2.4892	2.5654	0.8559	0.8448	0.8707	0.8017	1.086	0.9746	0.9691	0.5437	0.2405	0.0057	206.8016	123.1223	0.0156	182.1998	116.628	0.0031	0	0	0.1044	0.36	0	0.4359	0.5238	0.78	0.8966	0.8864	0.8478	0.4209				 
359-5	359	2009_nc_359_fruit-t.jpg	5	9.6314	6.5548	3.0734	3.0988	2.5654	2.6162	0.8443	0.8347	0.876	0.8017	1.0928	0.9842	0.9587	0.5286	0.145	0	197.5419	124.0425	0	171.8832	125.1714	0	0	0	0.1802	0.1863	0	1.0331	0.4245	0.7843	0.9091	0.8696	0.8333	0.4063				 
359-6	359	2009_nc_359_fruit-t.jpg	6	9.9896	6.9432	3.2004	3.2258	2.5654	2.667	0.8268	0.8016	0.8651	0.8254	1.0481	0.9658	0.9465	0.5456	0	0.0278	195.8134	126.0032	0.025	180	130.1688	0	0	0.1133	0	1	0.246	0	0.5093	0.7692	0.8989	0.8889	0.8163	0.4278				 
359-7	359	2009_nc_359_fruit-t.jpg	7	10.5161	7.278	3.3528	3.3528	2.4638	2.5908	0.7727	0.7348	0.8788	0.8182	1.0741	0.9304	0.9165	0.561	0	0.0221	206.6245	138.4629	0.0649	187.7266	131.7381	0	0	0.0813	0	1.0891	0.9313	0	0.4706	0.7525	0.8941	0.8736	0.7308	0.4497				 
359-8	359	2009_nc_359_fruit-t.jpg	8	10.1543	7.0303	3.2258	3.2512	2.5654	2.6162	0.8047	0.7953	0.8898	0.811	1.0971	0.9583	0.9402	0.5477	1.0698	0.0466	200.9652	132.2463	0.0413	172.1348	133.5875	0	0	0	0.1494	0.7451	0	0.9291	0.4673	0.7843	0.9091	0.8696	0.8	0.4234				 
359-9	359	2009_nc_359_fruit-t.jpg	9	10.2831	7.4593	3.2766	3.302	2.6924	2.8194	0.8538	0.8217	0.876	0.8062	1.0865	0.9464	0.9534	0.5211	0.5852	0.0226	203.7282	131.0957	0.054	153.7502	124.0775	0	0	0	0.1368	2.1091	0	1.7597	0.4505	0.7636	0.8936	0.8842	0.8235	0.418				 
359-10	359	2009_nc_359_fruit-t.jpg	10	10.0974	7.0574	3.2004	3.2258	2.54	2.6416	0.8189	0.7937	0.881	0.8492	1.0374	0.9649	0.9482	0.5581	0.2964	0.008	194.4564	131.6922	0.0157	168.3604	129.7873	0	0	0	0.142	0.2718	0	0.127	0.4537	0.7767	0.8989	0.8889	0.8	0.4256				 
359-11	359	2009_nc_359_fruit-t.jpg	11	9.4061	6.4368	3.0226	3.0226	2.5146	2.54	0.8403	0.8319	0.8824	0.8235	1.0714	0.9748	0.9619	0.5609	0.336	0.0102	180.861	131.049	0	179.7491	122.621	0	0	0	0.1264	0.2222	0	0.2627	0.46	0.7879	0.8966	0.8764	0.8298	0.4228				 
360-1	360	2009_nc_360_fruit-t.jpg	1	10.0607	6.8026	3.2258	3.302	2.3622	2.6162	0.7923	0.7323	0.9213	0.7559	1.2188	0.8275	0.9124	0.4938	0.6323	0.0241	199.2061	164.3325	0.1186	179.1322	111.2454	0.0009	0	0	0.1991	3.951	0	3.7287	0.4231	0.7059	0.8889	0.8675	0.72	0.4637				 
360-2	360	2009_nc_360_fruit-t.jpg	2	11.3829	7.7774	3.429	3.4544	2.6162	2.7686	0.8015	0.763	0.8963	0.8148	1.1	0.9367	0.9319	0.5523	0.6504	0.0259	193.0077	136.9932	0.0983	177.2193	124.0629	0	0	0	0.1274	0.75	0	1.6667	0.4765	0.7593	0.8817	0.9111	0.82	0.4658				 
360-3	360	2009_nc_360_fruit-t.jpg	3	11.1144	8.4671	3.5306	3.556	2.6924	2.8956	0.8143	0.7626	0.9209	0.8058	1.1429	0.9085	0.9376	0.5419	1.2155	0.0536	214.1534	149.5665	0.0954	189.4132	121.5769	0.003	0	0	0.1771	1.5841	0	2.0504	0.431	0.7257	0.8817	0.8723	0.7455	0.4602				 
360-4	360	2009_nc_360_fruit-t.jpg	4	11.5208	8.6316	3.7846	3.7846	2.4892	2.7432	0.7248	0.6577	0.8926	0.8456	1.0556	0.8837	0.8621	0.5932	1.4158	0.0643	207.8013	157.0884	0.1352	192.4967	144.1218	0.0299	0	0	0.1168	1.5047	0	0.9932	0.5	0.729	0.907	0.8764	0.661	0.4597				 
360-5	360	2009_nc_360_fruit-t.jpg	5	10.9025	7.5684	3.4798	3.5052	2.413	2.6162	0.7464	0.6934	0.8978	0.8248	1.0885	0.9051	0.8975	0.5628	1.4674	0.0668	207.62	149.9504	0.1303	184.7717	131.5392	0	0	0	0.1259	1.0784	0	1.2555	0.4741	0.7451	0.9048	0.8837	0.717	0.4606				 
360-6	360	2009_nc_360_fruit-t.jpg	6	11.7933	8.7413	3.7338	3.7592	2.4638	2.794	0.7432	0.6599	0.9048	0.8367	1.0813	0.8506	0.8867	0.6055	1.7821	0.0821	219.1689	155.0403	0.1891	173.385	127.8269	0	0	0	0.1571	1.1468	0	1.7415	0.4194	0.7156	0.8966	0.8966	0.6842	0.4846				 
360-7	360	2009_nc_360_fruit-t.jpg	7	11.4254	9.0522	3.6576	3.683	2.8194	2.9972	0.8138	0.7708	0.9097	0.8125	1.1197	0.9207	0.9394	0.54	0.8953	0.0376	204.6655	142.7087	0.0901	174.9741	120.8197	0	0	0	0.1698	1.7436	0	2.2083	0.4492	0.7521	0.8889	0.8889	0.7719	0.4385				 
360-8	360	2009_nc_360_fruit-t.jpg	8	12.5948	10.2039	4.1656	4.2164	2.4638	2.921	0.6928	0.5915	0.9207	0.8293	1.1103	0.8199	0.8147	0.5958	0	0.1085	224.5619	163.7242	0.2374	196.9377	141.9612	0.0531	0	0	0.144	0.9386	0	2.3636	0.4783	0.6667	0.8941	0.8736	0.5846	0.5094				 
360-9	360	2009_nc_360_fruit-t.jpg	9	10.4417	7.2929	3.2766	3.2766	2.5146	2.7178	0.8295	0.7674	0.907	0.7597	1.1939	0.9112	0.946	0.5547	1.0173	0.0438	214.9769	146.8438	0.1104	167.4203	112.1717	0	0	0	0.1641	0.4151	0	2.6563	0.453	0.7547	0.9091	0.8889	0.8	0.4442				 
360-10	360	2009_nc_360_fruit-t.jpg	10	12.3383	9.2529	4.0386	4.0386	2.3114	2.7178	0.673	0.5723	0.9119	0.8239	1.1069	0.8226	0.795	0.6151	1.7356	0.0798	215.3494	164.5725	0.2217	218.9538	136.7189	0.083	0	0	0.1565	0.0377	0	1.8228	0.4435	0.6981	0.8916	0.9136	0.5968	0.4975				 
360-11	360	2009_nc_360_fruit-t.jpg	11	11.1442	8.5413	3.5814	3.6068	2.6924	2.8194	0.7817	0.7518	0.9362	0.8014	1.1681	0.9292	0.9256	0.5796	0.8955	0.0372	205.1545	150.9995	0.0672	163.0389	128.7704	0	0	0	0.2054	0.3727	0	2.6383	0.4071	0.7636	0.8936	0.8842	0.75	0.4419				 
361-1	361	2009_nc_361_fruit-t.jpg	1	11.6435	9.5755	3.6068	3.6068	3.1242	3.2258	0.8944	0.8662	0.8732	0.8239	1.0598	0.9698	0.9787	0.5531	0.5088	0.0188	201.2544	127.811	0.0281	185.0259	116.8811	0.0007	0	0	0.1276	1.0079	0	1.1206	0.4724	0.7619	0.8889	0.8727	0.8571	0.431				 
361-2	361	2009_nc_361_fruit-t.jpg	2	11.7443	9.1697	3.5306	3.556	3.048	3.1242	0.8786	0.8633	0.8777	0.8489	1.0339	0.9739	0.9767	0.5633	0.3347	0.0102	193.8892	123.9431	0.0155	165.946	120.7435	0	0	0	0.1248	0.2705	0	0.0719	0.4752	0.7869	0.9143	0.8727	0.8727	0.4165				 
361-3	361	2009_nc_361_fruit-t.jpg	3	13.4642	10.6722	3.8608	3.8608	3.1496	3.4036	0.8816	0.8158	0.8816	0.8092	1.0894	0.9356	0.9722	0.5516	0.5872	0.0228	211.7366	126.7693	0.0731	213.6061	118.5425	0.0139	0	0	0.123	1.3008	0	1.6689	0.4804	0.7519	0.8772	0.9091	0.8929	0.4682				 
361-4	361	2009_nc_361_fruit-t.jpg	4	12.502	10.698	3.7084	3.7084	3.3782	3.4798	0.9384	0.911	0.8973	0.8219	1.0917	0.9608	0.9877	0.5512	0.5142	0.0189	184.3769	125.9513	0.0326	174.1921	111.4006	0	0	0	0.1479	0.9338	0	1.4414	0.4444	0.7647	0.8889	0.8739	0.9123	0.4384				 
361-5	361	2009_nc_361_fruit-t.jpg	5	11.909	9.2464	3.5306	3.5814	3.0734	3.2004	0.8936	0.8705	0.8921	0.7842	1.1376	0.9607	0.9797	0.5444	0.5576	0.0211	202.7612	126.6642	0.0412	173.1335	109.3363	0	0	0	0.1386	0.256	0	1.9929	0.4653	0.768	0.8807	0.8889	0.8727	0.4213				 
361-6	361	2009_nc_361_fruit-t.jpg	6	13.011	11.0458	3.81	3.8354	3.3528	3.5306	0.9205	0.88	0.9	0.7933	1.1345	0.9469	0.9861	0.5506	0.5474	0.0203	216.5572	129.432	0.0557	170.3277	104.0456	0	0	0	0.1665	0.6522	0	2.5267	0.4551	0.7971	0.9649	0.873	0.9322	0.4046				 
361-7	361	2009_nc_361_fruit-t.jpg	7	11.7425	8.7664	3.6068	3.6068	2.794	2.8956	0.8028	0.7746	0.8944	0.831	1.0763	0.9513	0.9412	0.5691	0.4445	0.0156	192.8844	137.2236	0.025	183.2209	121.5973	0	0	0	0.1337	0.8761	0	0.8156	0.4586	0.7788	0.9167	0.8713	0.7857	0.4303				 
361-8	361	2009_nc_361_fruit-t.jpg	8	12.18	8.6574	3.429	3.4798	2.9464	3.048	0.8759	0.8593	0.8667	0.8444	1.0263	0.97	0.9775	0.548	0.5159	0.0193	187.631	117.1334	0.0306	177.1176	117.1687	0.0007	0	0	0.1231	0.3697	0	0.4118	0.4881	0.8067	0.96	0.8571	0.9412	0.4269				 
361-9	361	2009_nc_361_fruit-t.jpg	9	10.786	7.931	3.2258	3.2766	2.8194	2.9718	0.907	0.874	0.874	0.8031	1.0882	0.9678	0.9844	0.5444	0.5336	0.0198	203.4298	125.7676	0.0441	175.0443	113.8272	0	0	0	0.1484	0.2845	0	0.6641	0.4516	0.7586	0.8889	0.88	0.88	0.4378				 
361-10	361	2009_nc_361_fruit-t.jpg	10	12.9097	9.5451	3.7592	3.7592	2.8702	3.0734	0.8176	0.7635	0.8851	0.8311	1.065	0.9199	0.9413	0.5629	0.5501	0.0213	203.8836	131.8625	0.0658	185.7021	146.8536	0.0007	0	0	0.0994	1.725	0	1.2653	0.4865	0.7833	0.8785	0.9495	0.8704	0.4611				 
361-11	361	2009_nc_361_fruit-t.jpg	11	12.3463	9.3277	3.8608	3.8608	2.667	2.9464	0.7632	0.6908	0.8553	0.8618	0.9924	0.9149	0.907	0.5677	0	0.0347	193.0645	139.8736	0.0991	196.5826	137.8218	0.0325	0	0.0837	0	1.6522	0.543	0	0.4837	0.7826	0.9783	0.8738	0.7759	0.4329				 
361-12	361	2009_nc_361_fruit-t.jpg	12	12.8376	10.6851	3.7338	3.7846	3.2766	3.4544	0.9128	0.8776	0.898	0.8095	1.1092	0.9565	0.9851	0.5527	0.6837	0.0273	225.0308	128.5308	0.0465	177.4966	112.6374	0.0036	0	0	0.1475	0.7481	0	1.9595	0.4634	0.7704	0.8966	0.8966	0.9123	0.4378				 
362-1	362	2009_nc_362_fruit-t.jpg	1	23.1625	32.478	7.9502	8.0264	4.1148	4.8768	0.6076	0.5176	0.9073	0.8754	1.0365	0.7316	0.6912	0.6029	0	0.1073	199.8338	179.423	0.3866	179.1438	159.9397	0.0014	0	0	0.0736	3.555	0	4.9016	0.5573	0.6702	0.8951	0.8828	0.5161	0.5047				 
362-2	362	2009_nc_362_fruit-t.jpg	2	21.3101	26.4167	7.366	7.4168	3.683	4.5974	0.6199	0.5	0.8828	0.7966	1.1082	0.7404	0.6435	0.5145	1.9895	0.0926	205.9778	177.3058	0.3782	167.4689	144.6309	0.0002	0	0	0.1506	7.3333	0	6.0034	0.4456	0.6444	0.8992	0.8722	0.5043	0.4882				 
362-3	362	2009_nc_362_fruit-t.jpg	3	23.8199	32.3419	7.9756	8.1026	4.2164	5.0038	0.6176	0.5287	0.9204	0.793	1.1606	0.7907	0.7124	0.5541	0	0.1253	220.3199	167.8296	0.2611	185.5212	142.8396	0.0008	0	0	0.1807	5.2704	0	7.0503	0.4599	0.6633	0.8784	0.8844	0.5556	0.5234				 
362-4	362	2009_nc_362_fruit-t.jpg	4	24.8798	34.5399	8.4074	8.4582	4.0386	5.1308	0.6066	0.4804	0.9063	0.8308	1.0909	0.6183	0.6291	0.5705	0	0.1058	215.0725	195.8964	0.5412	179.0631	143.7184	0.0002	0	0	0.1098	6.9453	0	8.5181	0.5022	0.6368	0.9014	0.8889	0.4923	0.5118				 
362-5	362	2009_nc_362_fruit-t.jpg	5	22.5452	29.4819	7.6962	7.7724	3.6068	4.7498	0.6111	0.4686	0.9142	0.8449	1.082	0.6469	0.6156	0.5945	0	0.1547	220.5431	179.4268	0.5097	176.8181	155.4639	0.0009	0	0	0.1741	5.6989	0	5.8623	0.4278	0.6022	0.8889	0.8819	0.4667	0.538				 
363-1	363	2009_nc_363_fruit-t.jpg	1	31.6222	53.307	10.2616	10.3124	4.7244	6.477	0.6281	0.4604	0.896	0.8465	1.0585	0.5816	0.6399	0.5903	0	0.2761	232.0894	189.9588	0.5338	188.375	147.5871	0.0857	0	0	0.1329	6.2441	0	7.7852	0.4787	0.6063	0.9333	0.8953	0.4843	0.5345				 
363-2	363	2009_nc_363_fruit-t.jpg	2	32.9746	56.6238	10.4394	10.4902	4.9276	7.0612	0.6731	0.472	0.8929	0.8321	1.0731	0.5356	0.6752	0.5643	0	0.263	216.3864	197.2684	0.5577	178.798	141.9235	0.0099	0	0	0.0987	13.343	0	9.0801	0.4889	0.556	0.8902	0.88	0.4813	0.559				 
363-3	363	2009_nc_363_fruit-t.jpg	3	29.5953	51.0909	9.2456	9.3218	5.3848	6.7564	0.7248	0.5824	0.9203	0.8269	1.113	0.7433	0.8418	0.582	0	0.1478	229.5286	164.678	0.3968	194.7429	134.3221	0.0119	0	0	0.1635	3.1245	0	8.7377	0.4485	0.6566	0.8969	0.9016	0.6127	0.5099				 
364-1	364	2009_nc_364_fruit-t.jpg	1	25.3424	37.329	7.874	7.9502	4.8768	5.7912	0.7284	0.6194	0.9226	0.829	1.1128	0.8038	0.8413	0.5738	0	0.0978	201.7578	160.8281	0.2847	202.3206	133.6502	0.019	0	0	0.139	3.8018	0	6.0449	0.461	0.7401	0.9941	0.8889	0.7059	0.4573				 
364-2	364	2009_nc_364_fruit-t.jpg	2	22.3446	33.3399	7.239	7.2644	5.1054	5.715	0.7867	0.7053	0.8772	0.8	1.0965	0.9001	0.9089	0.5435	1.7828	0.0824	197.7226	149.7817	0.1667	193.1004	123.1879	0.0087	0	0	0.1357	3.0938	0	4.7789	0.4605	0.7143	0.8889	0.8889	0.708	0.4504				 
364-3	364	2009_nc_364_fruit-t.jpg	3	24.4592	37.3173	7.5946	7.7216	5.207	5.9944	0.7763	0.6856	0.9264	0.796	1.1639	0.8178	0.8987	0.5703	0	0.1262	209.8388	157.6909	0.2905	170.7347	127.9047	0	0	0	0.189	2.6255	0	8.5149	0.444	0.6894	0.8901	0.8804	0.6864	0.4809				 
364-4	364	2009_nc_364_fruit-t.jpg	4	19.5495	25.3999	5.969	5.9944	4.7244	5.4102	0.9025	0.7915	0.8638	0.7915	1.0914	0.8774	0.9604	0.5088	1.7299	0.0802	233.6088	137.9486	0.1916	165.8218	111.1061	0	0	0	0.1051	4.9764	0	5.5064	0.4747	0.7075	0.9146	0.8824	0.8065	0.4434				 
364-5	364	2009_nc_364_fruit-t.jpg	5	22.9555	30.7509	6.731	6.8326	5.0292	5.6134	0.8216	0.7472	0.917	0.7887	1.1627	0.8438	0.93	0.5627	1.3589	0.0611	235.2063	145.9649	0.2511	176.6196	116.1059	0	0	0	0.1502	2.2864	0	7.6306	0.4864	0.8182	1.0651	0.8738	0.9091	0.4127				 
365-1	365	2009_nc_365_fruit-t.jpg	1	19.0825	18.6116	6.5024	6.5786	2.8448	3.7592	0.5714	0.4375	0.9531	0.6953	1.3708	0.5451	0.4776	0.5402	0	0.2929	241.4356	192.5269	0.521	174.2562	139.4758	0	0	0	0.2588	1.9932	0	10.3605	0.4235	0.5986	0.9167	0.8713	0.4444	0.5256				 
365-2	365	2009_nc_365_fruit-t.jpg	2	16.9853	16.8471	5.9436	5.9436	2.6924	3.5814	0.6026	0.453	0.8889	0.812	1.0947	0.6327	0.6086	0.5401	0	0.194	216.0976	163.0108	0.4462	193.3128	156.4788	0.0303	0	0	0.1165	8.1071	0	5.1416	0.4965	0.6	0.8936	0.8842	0.4516	0.5301				 
365-3	365	2009_nc_365_fruit-t.jpg	3	19.3253	19.2903	6.8834	6.8834	2.3114	3.556	0.5166	0.3358	0.9077	0.845	1.0742	0.526	0.3024	0.6034	1.626	0.0744	228.2324	176.1877	0.3793	164.6506	165.931	0.0365	0	0	0.1481	6.4245	0	2.5111	0.4714	0.518	0.8889	0.8889	0.3333	0.5915				 
365-4	365	2009_nc_365_fruit-t.jpg	4	20.7985	19.6748	6.7564	6.8326	2.54	4.064	0.5948	0.3759	0.9361	0.6729	1.3911	0.4322	0.3203	0.4873	0	0.2067	231.0124	173.1108	0.4454	163.2998	135.8701	0	0	0	0.1947	13.7925	0	9.5112	0.4162	0.5535	0.8889	1	0.419	0.5241				 
365-5	365	2009_nc_365_fruit-t.jpg	5	20.0524	19.4438	6.1722	6.5278	3.3274	4.4196	0.677	0.5391	1.0165	0.5802	1.7518	0.3951	0.6235	0.4777	0	0.2806	249.2593	191.1644	0.6354	161.3915	106.7201	0	0	0	0.2705	9.6647	0	15.6211	0.3739	0.5896	0.8718	0.8718	0.5604	0.5162				 
365-6	365	2009_nc_365_fruit-t.jpg	6	20.9294	20.8167	6.6802	6.8072	2.7178	4.4704	0.6567	0.4068	0.9354	0.5932	1.5769	0.2885	0.4416	0.4827	0	0.2257	244.3257	236.2811	1.02	175.3019	108.6745	0	0	0	0.2261	9.4229	0	15.1873	0.392	0.48	0.875	0.875	0.4038	0.5747				 
365-7	365	2009_nc_365_fruit-t.jpg	7	18.7531	18.8851	6.5786	6.5786	2.5908	3.683	0.5598	0.3938	0.9228	0.8263	1.1168	0.5049	0.424	0.5805	1.7665	0.081	240.6603	245.6805	0.5422	154.8593	233.0059	0.069	0	0	0.1867	7.8125	0	5.6977	0.4414	0.5556	0.8791	0.8889	0.3883	0.5578				 
365-8	365	2009_nc_365_fruit-t.jpg	8	21.326	21.9322	7.2136	7.3152	2.8702	4.4704	0.6111	0.3979	0.8838	0.6725	1.3141	0.2987	0.3035	0.3992	0	0.1084	211.0611	207.9226	0.7359	156.677	159.0241	0.0009	0	0	0.23	23.6057	0	14.23	0.4264	0.5029	0.8627	0.8462	0.4037	0.5568				 
366-1	366	2009_nc_366_fruit-t.jpg	1	12.7919	11.4593	4.1656	4.191	3.2004	3.302	0.7879	0.7683	0.8841	0.8171	1.0821	0.9567	0.9325	0.5517	0.8765	0.0369	202.298	135.2706	0.0512	170.7497	128.4769	0	0	0	0.1515	0.7829	0	1.2561	0.4615	0.7752	0.8929	0.885	0.7692	0.4252				 
366-2	366	2009_nc_366_fruit-t.jpg	2	15.7433	15.3451	5.1562	5.1816	3.175	3.5814	0.6912	0.6158	0.8966	0.8473	1.0581	0.8783	0.8316	0.5757	1.8157	0.0844	218.5006	157.2283	0.1675	7.6965	130.6186	0.0004	0	0	0.1132	1.6214	0	1.7635	0.4765	0.7286	0.887	0.9107	0.6456	0.4678				 
366-3	366	2009_nc_366_fruit-t.jpg	3	15.6475	15.778	5.3086	5.334	3.0734	3.6322	0.681	0.5789	0.8852	0.8612	1.0278	0.8094	0.7983	0.5618	0	0.0665	213.3722	163.4187	0.2309	178.2137	149.9155	0.0016	0	0.0886	0	4.6408	3.7033	0	0.4685	0.6761	0.8889	0.8889	0.5783	0.4882				 
366-4	366	2009_nc_366_fruit-t.jpg	4	13.4043	11.5232	4.191	4.2164	3.2512	3.3528	0.7952	0.7758	0.8848	0.7939	1.1145	0.9558	0.9328	0.5533	0.3793	0.0117	184.6745	138.9076	0.0387	181.348	124.6398	0	0	0	0.1786	0.8397	0	1.503	0.4383	0.7939	0.9204	0.8814	0.8125	0.4146				 
366-5	366	2009_nc_366_fruit-t.jpg	5	15.2117	13.4432	4.7498	4.8006	3.0226	3.4544	0.7196	0.6364	0.893	0.8503	1.0503	0.8546	0.8491	0.573	1.7928	0.0831	209.998	152.1126	0.2539	176.9785	137.1914	0.001	0	0	0.122	1.4074	0	2.8138	0.4862	0.7259	0.8909	0.9159	0.6901	0.4755				 
366-6	366	2009_nc_366_fruit-t.jpg	6	14.1471	12.5245	4.5212	4.5466	3.0226	3.3782	0.743	0.6685	0.8933	0.8371	1.0671	0.8753	0.8815	0.5655	1.3295	0.0598	218.6168	155.315	0.179	173.7073	126.9089	0	0	0	0.1372	2.0682	0	2.5618	0.4503	0.7121	0.8952	0.8785	0.6714	0.4676				 
