	Tomato Analyzer - Color Data														
	Plot #	 File Name	Fruit No.	Parameter 1  (% surface w/ Hue 70-100)	Parameter 2  (% surface w/ Hue 0-50)	Avg. Red	Avg. Green	Avg. Blue	Avg. Luminosity	Avg. L	Avg. a	Avg. b	 Avg. Hue	Avg. Chroma	comment 
unique#	Plot #	image files	Fruit	SP:0000351	SP:0000350	SP:0000352	SP:0000355	SP:0000356	SP:0000360	SP:0000357	SP:0000358	SP:0000359	SP:0000361	SP:0000362	
8658-7	8658	2010_oh_8658_fruit-c.jpg	7	0.45	67.2	143.5097	69.6068	48.433	90.2982	37.5961	33.1611	27.5967	39.7673	43.1421	 
8658-8	8658	2010_oh_8658_fruit-c.jpg	8	1.2	82.05	145.8923	69.6438	50.2223	92.2037	38.0211	34.3002	27.2381	38.4533	43.7997	 
8658-9	8658	2010_oh_8658_fruit-c.jpg	9	0.52	78.01	138.51	65.9737	46.7475	87.1573	36.0412	32.9359	26.5742	38.8982	42.3198	 
8659-1	8659	2010_oh_8659_fruit-c.jpg	1	1.2	73.03	144.5007	69.3918	47.4888	90.3168	37.7164	33.6433	28.2926	40.0625	43.9584	 
8659-2	8659	2010_oh_8659_fruit-c.jpg	2	0.67	82.28	147.354	69.9661	50.0871	92.891	38.3035	34.6963	27.6297	38.5313	44.3535	 
8659-3	8659	2010_oh_8659_fruit-c.jpg	3	1.01	90.65	145.4523	68.1219	51.721	92.6755	37.6633	35.0387	25.9547	36.529	43.6046	 
8659-4	8659	2010_oh_8659_fruit-c.jpg	4	0.69	70.73	151.2443	74.8836	54.0004	96.553	39.9814	33.8763	27.6209	39.1919	43.7095	 
8659-5	8659	2010_oh_8659_fruit-c.jpg	5	0.81	75.34	149.9161	72.1995	51.261	94.623	39.1881	34.633	28.1156	39.0702	44.6087	 
8659-6	8659	2010_oh_8659_fruit-c.jpg	6	0.75	75.04	144.7611	68.6777	48.3312	90.8248	37.6384	34.1554	27.7433	39.0858	44.0032	 
8659-7	8659	2010_oh_8659_fruit-c.jpg	7	0.83	90.03	145.4566	67.4841	50.1744	92.0204	37.5112	35.2934	26.6516	37.0581	44.2259	 
