	Tomato Analyzer - Shape Individual Data																		 																				
	Plot #	SCT #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness (20%)	  Distal Fruit Blockiness (80%)	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	comment
unique#	Plot #	sct#	image files	Fruit	SP:0000087	SP:0000085	SP:0000133	SP:0000134	SP:0000135	SP:0000136	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154	SP:0000369	SP:0000370	SP:0000079	SP:0000155	SP:0000160	SP:0000076	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
8944-1	8944	SCT_0363	2010_oh_8944_fruit-t.jpg	1	16.1052	16.213	4.3053	4.3561	4.3561	4.6355	1.0641	1.0118	0.8614	0.8142	1.058	0.9763	0.9624	0.5173	.	0.0465	234.9671	104.5465	0.0789	174.123	99.197	0	0	0	0.1048	0.0402	0	0.0548	0.5257	0.7967	0.9571	0.8815	1.0662	0.3837	 
8944-2	8944	SCT_0363	2010_oh_8944_fruit-t.jpg	2	16.3795	16.0446	4.4323	4.4831	4.1783	4.572	1.0198	0.9427	0.8825	0.7335	1.2031	0.9664	0.9626	0.4995	.	0.0523	244.3588	112.5269	0.0882	174.927	91.8185	0	0	0	0.1657	0.0363	0	0.107	0.4674	0.8022	0.9965	0.8807	1.0746	0.3906	 
8944-3	8944	SCT_0363	2010_oh_8944_fruit-t.jpg	3	15.025	15.5498	4.2926	4.3434	4.2799	4.4704	1.0292	0.997	0.8669	0.7899	1.0974	0.9782	0.9692	0.5046	.	0.0441	235.2529	112.0927	0.0355	188.1423	102.7808	0	0	0	0.1736	0.0515	0	0.0615	0.4347	0.7635	0.8845	0.8816	0.9926	0.4105	 
8944-4	8944	SCT_0363	2010_oh_8944_fruit-t.jpg	4	15.4963	15.0613	4.2291	4.318	4.064	4.3307	1.0029	0.961	0.9399	0.7538	1.247	0.9555	0.9536	0.5435	.	0.038	231.4933	128.7259	0.0507	162.2735	100.2431	0	0	0	0.2335	0.0212	0	0.1318	0.3969	0.7765	0.9263	0.8829	1.0076	0.4182	 
8944-5	8944	SCT_0363	2010_oh_8944_fruit-t.jpg	5	13.4265	11.9693	4.2164	4.2418	3.0353	3.3528	0.7904	0.7199	0.9157	0.8464	1.0819	0.9578	0.9096	0.5852	.	0.0852	215.4422	154.4412	0.1525	187.1807	133.3243	0	0	0	0.1796	0.0297	0	0.0616	0.4356	0.7224	0.892	0.8837	0.7197	0.4691	 
8944-6	8944	SCT_0363	2010_oh_8944_fruit-t.jpg	6	12.7666	10.6406	4.064	4.0894	2.794	3.2639	0.7981	0.6875	0.9063	0.7937	1.1417	0.9502	0.9001	0.5475	.	0.0763	236.0105	158.2981	0.1084	192.5405	128.0012	0.0418	0.0641	0	0.1708	0.0745	0	0.0696	0.4514	0.6875	0.8934	0.8889	0.6875	0.4636	 
8944-7	8944	SCT_0363	2010_oh_8944_fruit-t.jpg	7	12.8323	11.4258	3.6957	3.7084	3.6322	3.7973	1.024	0.9828	0.8763	0.8041	1.0897	0.9795	0.9763	0.5344	.	0.0401	218.3552	109.5642	0.0519	188.7116	105.533	0	0	0	0.1259	0.0076	0	0.0469	0.4649	0.7651	0.8906	0.8872	0.9828	0.4135	 
8944-8	8944	SCT_0363	2010_oh_8944_fruit-t.jpg	8	12.1095	9.9419	3.7465	3.7973	2.9083	3.1623	0.8328	0.7763	0.8915	0.8373	1.0648	0.9684	0.9361	0.5729	.	0.0603	251.143	135.2887	0.0745	180	126.9788	0	0.0079	0	0.1426	0.0194	0	0.0405	0.4699	0.7339	0.8922	0.8835	0.7778	0.4574	 
8944-9	8944	SCT_0363	2010_oh_8944_fruit-t.jpg	9	12.3746	10.2597	4.0132	4.0259	2.8829	3.1369	0.7792	0.7184	0.8703	0.8038	1.0827	0.962	0.9098	0.5507	.	0.0487	220.6385	142.6175	0.0662	173.2263	129.979	0	0	0	0.0979	0.0313	0	0.0457	0.5385	0.7317	0.8911	0.8824	0.7143	0.4399	 
8945-1	8945	SCT_0360	2010_oh_8945_fruit-t.jpg	1	17.6101	16.564	5.4102	5.5118	2.9845	3.6957	0.6705	0.5516	0.9531	0.8474	1.1247	0.9274	0.8329	0.6122	.	0.0874	221.4416	176.0233	0.1546	161.8315	157.4488	0.0075	0.0775	0	0.1625	0.0662	0	0.1092	0.4349	0.6483	0.8952	0.8868	0.5663	0.5227	 
8945-2	8945	SCT_0360	2010_oh_8945_fruit-t.jpg	2	17.0275	15.4051	5.7023	5.7658	2.286	3.4671	0.6013	0.4009	0.9287	0.7884	1.178	0.9088	0.7785	0.5506	.	0.1942	256.1693	159.4617	0.2453	210.6469	130.6575	0.0114	0.007	0	0.1841	0.0963	0	0.1459	0.4322	0.5294	0.8889	0.8834	0.4022	0.5761	 
8945-3	8945	SCT_0360	2010_oh_8945_fruit-t.jpg	3	17.162	17.0779	5.1689	5.1943	3.429	4.1275	0.7946	0.6634	0.8919	0.8329	1.0708	0.9491	0.894	0.5612	.	0.0832	229.4142	154.6268	0.1777	200.8625	139.6263	0.0297	0.0291	0	0.136	0.0951	0	0.0706	0.4667	0.7037	0.8976	0.9344	0.717	0.4622	 
8945-4	8945	SCT_0360	2010_oh_8945_fruit-t.jpg	4	15.4853	14.2677	4.9657	5.0165	2.7686	3.5814	0.7139	0.5575	0.8875	0.8363	1.0612	0.9338	0.8582	0.5586	.	0.1244	272.535	170.8196	0.1098	173.8974	133.0427	0.0007	0.006	0	0.1207	0.0743	0	0.0901	0.4468	0.6192	0.8788	0.8878	0.5577	0.518	 
8945-5	8945	SCT_0360	2010_oh_8945_fruit-t.jpg	5	15.504	15.1322	4.8768	4.8895	3.2639	3.8989	0.7974	0.6693	0.9089	0.8203	1.1079	0.9442	0.885	0.5616	.	0.1013	237.0931	160.749	0.2638	214.1444	131.9498	0.045	0.0439	0	0.1501	0.092	0	0.1086	0.4625	0.6667	0.8831	0.8831	0.6667	0.4774	 
8945-6	8945	SCT_0360	2010_oh_8945_fruit-t.jpg	6	14.332	13.4892	4.6482	4.6482	3.302	3.7084	0.7978	0.7104	0.8333	0.8333	1	0.9549	0.8972	0.5224	.	0.0336	200.9175	154.6007	0.0375	175.099	134.4074	0	0	0.1314	0	0.1088	0.0816	0	0.5	0.7148	0.8927	0.8889	0.7123	0.4296	 
8945-7	8945	SCT_0360	2010_oh_8945_fruit-t.jpg	7	13.8891	12.1742	4.4069	4.4323	2.921	3.4036	0.7679	0.6628	0.8963	0.8357	1.0724	0.9474	0.8869	0.5816	.	0.0748	233.7954	157.3556	0.1248	187.1056	139.4014	0.0048	0.0274	0	0.1276	0.0678	0	0.0679	0.4552	0.6891	0.8804	0.8889	0.6667	0.4716	 
8945-8	8945	SCT_0360	2010_oh_8945_fruit-t.jpg	8	14.0595	13.0869	4.4323	4.4577	3.1369	3.5306	0.792	0.7077	0.8883	0.851	1.0438	0.958	0.9099	0.5642	.	0.0755	241.478	144.5779	0.0923	183.6739	133.5349	0.0106	0.0117	0	0.1682	0.0582	0	0.0578	0.446	0.7076	0.8909	0.8829	0.705	0.4726	 
8945-9	8945	SCT_0360	2010_oh_8945_fruit-t.jpg	9	14.1239	12.6327	4.6609	4.6609	2.8829	3.4163	0.733	0.6185	0.8665	0.8311	1.0426	0.9449	0.8698	0.5559	.	0.0768	215.1386	158.3836	0.1273	175.6876	140.446	0.0045	0.0389	0	0.0934	0.0756	0	0.0684	0.5093	0.6716	0.8911	0.8867	0.6164	0.4729	 
8946-1	8946	SCT_0332	2010_oh_8946_fruit-t.jpg	1	21.7401	27.9941	7.0612	7.1628	3.81	4.8006	0.6702	0.5396	0.946	0.8129	1.1637	0.9328	0.8398	0.5914	.	0.1297	221.5726	176.9359	0.227	187.501	137.2444	0.0021	0.0055	0	0.216	0.0125	0	0.0852	0.4286	0.6383	0.8955	0.8889	0.5405	0.5178	 
8946-2	8946	SCT_0332	2010_oh_8946_fruit-t.jpg	2	23.6654	32.9419	8.0518	8.0518	3.937	4.9276	0.612	0.489	0.9022	0.877	1.0288	0.9303	0.8129	0.6063	.	0.1315	198.2662	176.9678	0.217	174.4881	148.6131	0.0088	0.0129	0	0.1099	0.0277	0	0.0612	0.4948	0.6321	0.8841	0.8777	0.4841	0.5271	 
8946-3	8946	SCT_0332	2010_oh_8946_fruit-t.jpg	3	22.1922	28.1167	7.3152	7.4168	3.4544	4.6736	0.6301	0.4722	0.9306	0.8715	1.0677	0.9215	0.8084	0.6142	.	0.1307	211.7387	173.3855	0.2391	194.5523	143.8968	0.0108	0.0128	0	0.1675	0.0538	0	0.0746	0.4402	0.5902	0.8926	0.8852	0.4696	0.5523	 
8946-4	8946	SCT_0332	2010_oh_8946_fruit-t.jpg	4	20.9948	24.5819	6.7056	6.7564	3.429	4.4704	0.6617	0.5114	0.9129	0.8636	1.057	0.9286	0.8275	0.6071	.	0.1294	210.0176	179.403	0.3142	192.7699	145.0762	0.032	0.0302	0.0771	0	0.0503	0.0574	0	0.4683	0.6286	0.9167	0.88	0.5238	0.5238	 
8946-5	8946	SCT_0332	2010_oh_8946_fruit-t.jpg	5	19.8199	23.3683	6.9088	6.9596	3.3782	4.2164	0.6058	0.489	0.9118	0.8162	1.1171	0.9351	0.8072	0.5402	.	0.1176	204.7109	177.8922	0.2314	180.0697	142.5064	0.0019	0.0121	0	0.1415	0.0853	0	0.0685	0.4337	0.6303	0.8889	0.8739	0.4815	0.5129	 
8946-6	8946	SCT_0332	2010_oh_8946_fruit-t.jpg	6	17.4113	18.7587	5.6642	5.7912	3.4036	4.0894	0.7061	0.6009	0.9193	0.7892	1.1648	0.9452	0.863	0.5342	.	0.0779	229.2215	165.448	0.1035	189.3478	130.3447	0.0179	0.0155	0	0.2131	0.0541	0	0.0665	0.3975	0.6625	0.8908	0.8833	0.6023	0.4961	 
8947-1	8947	SCT_0341	2010_oh_8947_fruit-t.jpg	1	24.001	30.9928	8.382	8.4328	3.4798	4.7498	0.5633	0.4152	0.9364	0.8061	1.1617	0.9172	0.7614	0.5675	.	0.15	205.8013	199.453	0.2767	175.8022	151.6837	0	0	0	0.1931	0.0601	0	0.1065	0.4545	0.5806	0.8926	0.878	0.4091	0.5339	 
8947-2	8947	SCT_0341	2010_oh_8947_fruit-t.jpg	2	24.1642	29.7825	7.9756	8.0518	3.302	5.0038	0.6215	0.414	0.914	0.758	1.2059	0.8985	0.7637	0.5022	.	0.1332	154.9848	214.26	0.2021	166.3389	125.1991	0.1395	0.5411	0	0.1603	0.1298	0	0.1315	0.4467	0.5306	0.9123	0.8889	0.416	0.5576	 
8947-3	8947	SCT_0341	2010_oh_8947_fruit-t.jpg	3	22.0916	22.9206	7.1882	7.2644	2.413	4.2164	0.5804	0.3357	0.9611	0.7809	1.2308	0.871	0.7264	0.5537	.	0.0844	213.2841	235.2511	0.0963	181.7401	133.3591	0.0169	0.0479	0	0.2511	0.0565	0	0.1296	0.3373	0.4485	0.9024	0.8706	0.3304	0.6336	 
8947-4	8947	SCT_0341	2010_oh_8947_fruit-t.jpg	4	21.3286	21.8761	7.0358	7.0866	2.413	4.2418	0.5986	0.343	0.9278	0.7978	1.1629	0.883	0.7348	0.5679	.	0.183	229.4638	201.5431	0.2409	231.5329	163.3042	0.1174	0.0333	0	0.231	0.122	0	0.0832	0.4192	0.4458	0.8916	0.8706	0.3364	0.6229	 
8947-5	8947	SCT_0341	2010_oh_8947_fruit-t.jpg	5	19.9236	21.9483	6.5786	6.6294	3.3274	4.0132	0.6054	0.5058	0.9189	0.861	1.0673	0.9327	0.8178	0.6178	.	0.1023	213.1764	175.4119	0.2381	186.0232	147.9389	0.0026	0.0071	0	0.1244	0.0185	0	0.0407	0.4796	0.7134	0.9739	0.896	0.5545	0.4777	 
8947-6	8947	SCT_0341	2010_oh_8947_fruit-t.jpg	6	19.2313	21.86	6.4516	6.477	3.3782	4.191	0.6471	0.5236	0.9449	0.8031	1.1765	0.9307	0.823	0.5793	.	0.1548	220.151	177.1663	0.3199	171.7202	138.356	0.0012	0.0074	0	0.2457	0.0389	0	0.0771	0.3879	0.6341	0.8889	0.8739	0.5149	0.513	 
8947-7	8947	SCT_0341	2010_oh_8947_fruit-t.jpg	7	19.6722	20.6671	6.2738	6.35	3.1496	4.1656	0.656	0.502	0.9231	0.83	1.1122	0.9226	0.8114	0.5802	.	0.0831	220.2216	183.3105	0.1383	216.3013	159.5398	0.0437	0.1339	0	0.1877	0.0368	0	0.0667	0.4415	0.6012	0.875	0.9159	0.5052	0.5339	 
8947-8	8947	SCT_0341	2010_oh_8947_fruit-t.jpg	8	18.1261	17.8354	5.842	5.8928	2.8956	3.81	0.6466	0.4957	0.9304	0.813	1.1444	0.9269	0.8193	0.589	.	0.1329	223.6931	177.1664	0.2883	220.0363	146.6979	0.0322	0.0253	0	0.1955	0.0378	0	0.0531	0.4407	0.6309	0.9307	0.8704	0.5281	0.5246	 
8948-1	8948	SCT_0342	2010_oh_8948_fruit-t.jpg	1	24.0307	35.3948	7.9248	7.9248	4.3942	5.5372	0.6987	0.5545	0.891	0.8558	1.0412	0.9364	0.8481	0.5647	.	0.0928	260.0074	171.2046	0.0944	184.7858	146.2997	0.0084	0.0516	0.1079	0	0.0803	0.0682	0	0.4817	0.6267	0.8889	0.8774	0.5484	0.5172	 
8948-2	8948	SCT_0342	2010_oh_8948_fruit-t.jpg	2	22.4015	30.2477	7.3406	7.3406	3.9624	5.1308	0.699	0.5398	0.9031	0.8339	1.083	0.9326	0.8431	0.572	.	0.1559	226.971	176.4289	0.2523	181.3101	137.5539	0.0051	0.0109	0	0.1208	0.0547	0	0.0672	0.5	0.6169	0.8921	0.8794	0.5391	0.5222	 
8948-3	8948	SCT_0342	2010_oh_8948_fruit-t.jpg	3	21.326	27.3612	6.7818	6.858	3.9624	5.0292	0.7333	0.5843	0.8989	0.824	1.0909	0.9374	0.8657	0.5552	.	0.1238	240.3207	163.6177	0.1882	170.6011	136.8215	0.0068	0.0236	0	0.1668	0.0526	0	0.0528	0.4495	0.6294	0.8921	0.8857	0.5849	0.5132	 
8948-4	8948	SCT_0342	2010_oh_8948_fruit-t.jpg	4	20.0514	26.0593	6.477	6.5024	4.2418	5.0292	0.7734	0.6549	0.9098	0.7882	1.1542	0.949	0.8933	0.5386	.	0.099	210.1819	161.203	0.1901	195.0211	123.333	0.0337	0.0458	0	0.1574	0.0495	0	0.0634	0.4596	0.6701	0.8919	0.8859	0.6535	0.4815	 
8948-5	8948	SCT_0342	2010_oh_8948_fruit-t.jpg	5	20.7574	25.2174	6.7818	6.8072	3.7592	4.572	0.6716	0.5543	0.8989	0.8315	1.0811	0.9407	0.8497	0.5891	.	0.0831	196.6738	163.6546	0.131	194.0428	143.5158	0.0322	0.0271	0	0.1446	0.0187	0	0.0412	0.4732	0.6704	0.9091	0.8759	0.5714	0.4936	 
8948-6	8948	SCT_0342	2010_oh_8948_fruit-t.jpg	6	21.227	26.4399	6.9342	6.9342	3.9116	4.9276	0.7106	0.5641	0.8938	0.7949	1.1244	0.9262	0.8407	0.5403	.	0.1221	238.7796	165.9436	0.2218	155.8182	157.9283	0	0	0	0.1582	0.0962	0	0.0625	0.4691	0.6321	0.8841	0.8841	0.5648	0.495	 
8948-7	8948	SCT_0342	2010_oh_8948_fruit-t.jpg	7	19.1831	22.9471	6.2738	6.2992	3.6068	4.5466	0.7218	0.5749	0.8988	0.8219	1.0936	0.9392	0.8566	0.5401	.	0.1071	224.8573	169.9468	0.1611	195.0568	141.2463	0.0135	0.029	0.0758	0	0.0791	0.0683	0	0.4469	0.6292	0.8889	0.8819	0.5714	0.5153	 
8948-8	8948	SCT_0342	2010_oh_8948_fruit-t.jpg	8	19.4515	22.5471	5.6896	5.7912	4.2164	4.8768	0.8421	0.7411	0.9196	0.7946	1.1573	0.9532	0.919	0.5503	.	0.0709	245.0115	154.7789	0.1142	173.7323	118.2567	0	0	0	0.1755	0.028	0	0.0687	0.4464	0.7853	1.0563	0.8721	0.8721	0.4202	 
8949-1	8949	SCT_0362	2010_oh_8949_fruit-t.jpg	1	19.2611	21.3225	6.5024	6.5024	3.0734	4.191	0.6445	0.4727	0.9023	0.8242	1.0948	0.9206	0.8049	0.5586	.	0.1436	220.9293	174.0445	0.2233	172.558	146.4715	0	0	0	0.1252	0.0689	0	0.0695	0.4727	0.5854	0.8889	0.8889	0.4706	0.5346	 
8949-2	8949	SCT_0362	2010_oh_8949_fruit-t.jpg	2	19.3478	20.9116	6.7056	6.731	2.8448	3.8608	0.5736	0.4242	0.9015	0.8636	1.0439	0.9179	0.7803	0.6018	.	0.1552	210.2332	182.4426	0.3239	201.3207	165.7426	0.0861	0.0929	0	0.1724	0.0627	0	0.0475	0.4276	0.5828	0.8889	0.8713	0.419	0.5522	 
8949-3	8949	SCT_0362	2010_oh_8949_fruit-t.jpg	3	18.9984	19.9238	6.4516	6.5024	2.9972	3.937	0.6055	0.4646	0.8976	0.8504	1.0556	0.9236	0.7945	0.5794	.	0.1127	200.083	179.1938	0.2963	188.3649	162.7542	0	0	0	0.1501	0.0831	0	0.0401	0.4251	0.6104	0.9038	0.8704	0.47	0.5219	 
8949-4	8949	SCT_0362	2010_oh_8949_fruit-t.jpg	4	18.612	19.7729	6.4262	6.4262	2.921	3.937	0.6126	0.4545	0.9051	0.8261	1.0957	0.9174	0.7898	0.566	.	0.1197	196.8216	177.4313	0.2114	178.3717	162.9721	0.0046	0.0437	0	0.1536	0.0768	0	0.0516	0.4654	0.5844	0.8911	0.8824	0.45	0.5387	 
8949-5	8949	SCT_0362	2010_oh_8949_fruit-t.jpg	5	17.8376	17.9606	5.9182	5.9944	2.921	3.7084	0.6186	0.4936	0.927	0.8283	1.1192	0.9288	0.8112	0.5869	.	0.1098	204.7264	178.6456	0.2295	185.8186	148.0186	0.0043	0.0277	0	0.1555	0.0274	0	0.0558	0.4756	0.6345	0.8932	0.8846	0.5	0.5224	 
8949-6	8949	SCT_0362	2010_oh_8949_fruit-t.jpg	6	17.7622	18.8348	6.0198	6.0452	2.9972	3.7592	0.6218	0.4979	0.9114	0.8945	1.0189	0.9272	0.8132	0.6238	.	0.0961	204.938	179.5264	0.173	186.5608	162.4688	0.0041	0.0058	0.0704	0	0.0288	0.0373	0	0.4459	0.6395	0.8952	0.8868	0.5	0.5246	 
8949-7	8949	SCT_0362	2010_oh_8949_fruit-t.jpg	7	17.4871	17.6942	5.969	6.0198	2.921	3.8354	0.6371	0.4894	0.8723	0.8213	1.0622	0.9282	0.805	0.5161	.	0.1383	208.2323	178.0281	0.2957	170.4275	152.0437	0.0452	0.0427	0.1495	0	0.1089	0.0749	0	0.4967	0.6	0.8911	0.8738	0.4839	0.5206	 
8949-8	8949	SCT_0362	2010_oh_8949_fruit-t.jpg	8	15.2857	15.0245	5.0038	5.0038	3.2004	3.7084	0.7411	0.6396	0.8629	0.8934	0.9659	0.9434	0.867	0.5698	.	0.1048	204.499	160.662	0.2654	178.7897	148.4208	0	0.0219	0.1354	0	0.0461	0.0458	0	0.4795	0.6897	0.9009	0.885	0.641	0.4739	 
8949-9	8949	SCT_0362	2010_oh_8949_fruit-t.jpg	9	15.2534	14.5316	5.2324	5.2578	2.794	3.429	0.6522	0.534	0.9029	0.835	1.0814	0.9368	0.8324	0.5676	.	0.0966	204.4319	170.5478	0.1518	180.1195	150.6245	0.0013	0.0169	0	0.1296	0.0516	0	0.0406	0.4519	0.6567	0.898	0.8889	0.5366	0.4968	 
8950-1	8950	SCT_0343	2010_oh_8950_fruit-t.jpg	1	8.7113	5.2982	2.7686	2.794	2.2225	2.3495	0.8409	0.8028	0.867	0.789	1.0988	0.9765	0.9437	0.5256	.	0.0351	229.5789	132.5911	0.0265	189.284	116.0236	0	0	0	0.1302	0.016	0	0.026	0.4649	0.75	0.8903	0.879	0.7931	0.4259	 
8950-2	8950	SCT_0343	2010_oh_8950_fruit-t.jpg	2	8.8234	5.3977	2.7813	2.794	2.286	2.3876	0.8545	0.8219	0.8447	0.8219	1.0278	0.9798	0.9482	0.5338	.	0.0281	219.2636	124.9293	0.0299	174.6525	121.2964	0.0048	0.0069	0.0665	0	0.0091	0.0066	0	0.4541	0.7701	0.8944	0.8834	0.8276	0.412	 
8950-3	8950	SCT_0343	2010_oh_8950_fruit-t.jpg	3	8.5794	5.0489	2.8194	2.8194	2.0828	2.1971	0.7793	0.7387	0.8514	0.8243	1.0328	0.9648	0.9114	0.5396	.	0.038	206.4455	140.9056	0.0664	176.2425	130.0039	0.0677	0.2134	0.1031	0	0.0312	0.0258	0	0.4855	0.7558	0.8904	0.8844	0.7386	0.4259	 
8950-4	8950	SCT_0343	2010_oh_8950_fruit-t.jpg	4	8.6389	5.1535	2.7305	2.7559	2.1209	2.2606	0.8203	0.7767	0.9023	0.8326	1.0838	0.9668	0.9268	0.5442	.	0.0421	202.5947	137.5309	0.0748	174.2835	129.2846	0	0	0	0.1889	0.0341	0	0.0302	0.427	0.7458	0.8919	0.88	0.7765	0.4484	 
8950-5	8950	SCT_0343	2010_oh_8950_fruit-t.jpg	5	8.5465	5.1181	2.6289	2.6416	2.2479	2.3749	0.899	0.8551	0.8744	0.8164	1.071	0.9783	0.9598	0.5404	.	0.0455	231.2662	127.4076	0.0567	187.8013	116.4741	0.0069	0.0132	0	0.1427	0.0082	0	0.0182	0.4599	0.7527	0.8917	0.8805	0.8537	0.4317	 
8950-6	8950	SCT_0343	2010_oh_8950_fruit-t.jpg	6	8.741	5.3579	2.6924	2.7305	2.3495	2.4511	0.8977	0.8726	0.8679	0.7972	1.0888	0.9775	0.9608	0.5135	.	0.0207	202.3685	124.7753	0.0319	190.1338	117.2682	0.0039	0.0166	0	0.105	0.025	0	0.0243	0.4974	0.7604	0.8902	0.8848	0.869	0.4201	 
8950-7	8950	SCT_0343	2010_oh_8950_fruit-t.jpg	7	9.0358	5.6282	2.7432	2.7432	2.4003	2.5146	0.9167	0.875	0.8935	0.7917	1.1287	0.9756	0.9646	0.5364	.	0.0278	231.9003	124.896	0.0487	177.952	109.7348	0.0003	0.008	0	0.1354	0.0127	0	0.0333	0.4596	0.7614	0.8929	0.8824	0.8721	0.4193	 
8950-8	8950	SCT_0343	2010_oh_8950_fruit-t.jpg	8	8.4419	5.0621	2.6416	2.6416	2.286	2.3876	0.9038	0.8654	0.8654	0.7837	1.1043	0.9797	0.9557	0.508	.	0.0213	206.2516	129.5638	0.0526	177.3596	111.1011	0	0	0	0.119	0.0308	0	0.0316	0.4734	0.7701	0.8944	0.8889	0.8675	0.4018	 
8950-9	8950	SCT_0343	2010_oh_8950_fruit-t.jpg	9	8.1291	4.636	2.5019	2.5146	2.1336	2.2352	0.8889	0.8528	0.8579	0.8426	1.0181	0.9761	0.9569	0.5542	.	0.0341	204.9517	125.0857	0.0414	175.1669	121.5813	0.0038	0.0195	0.1179	0	0.0131	0.0127	0	0.5341	0.7657	0.8933	0.8874	0.859	0.4288	 
8951-1	8951	SCT_0344	2010_oh_8951_fruit-t.jpg	1	18.7752	17.2432	5.8928	6.096	2.8448	4.1148	0.675	0.4828	0.9698	0.5776	1.6791	0.8944	0.7958	0.4496	.	0.1389	222.5726	161.0575	0.3487	158.1486	160.6952	0.0206	0.2769	0	0.304	0.0805	0	0.1416	0.3765	0.5466	0.8889	0.88	0.4783	0.5242	 
8951-2	8951	SCT_0344	2010_oh_8951_fruit-t.jpg	2	16.0506	13.5148	5.461	5.5372	2.4384	3.048	0.5505	0.4465	0.9209	0.8884	1.0366	0.9192	0.7651	0.6001	.	0.0657	196.8085	188.126	0.1867	158.0361	178.3509	0.0062	0.0764	0.1085	0	0.0667	0.0403	0	0.5229	0.6723	0.9195	0.9091	0.4819	0.5021	 
8951-3	8951	SCT_0344	2010_oh_8951_fruit-t.jpg	3	16.6841	14.1413	5.4864	5.7658	2.286	3.4036	0.5903	0.4167	0.9861	0.7315	1.3481	0.9104	0.7693	0.5147	.	0.2061	160.5283	204.5208	0.6227	176.0784	130.4045	0.042	0.057	0	0.3045	0.0856	0	0.1003	0.3582	0.5414	0.878	0.8889	0.4186	0.5563	 
8951-4	8951	SCT_0344	2010_oh_8951_fruit-t.jpg	4	17.8982	14.6193	5.334	5.6642	2.3622	3.8862	0.6861	0.4429	0.9952	0.6524	1.5255	0.8691	0.7753	0.4294	.	0.1865	244.0839	223.2521	0.3477	213.1222	96.4156	0.0737	0.0508	0	0.2986	0.1248	0	0.1397	0.3399	0.4737	0.8675	0.878	0.4286	0.5808	 
8951-5	8951	SCT_0344	2010_oh_8951_fruit-t.jpg	5	15.6108	14.8638	5.2324	5.3086	2.921	3.4798	0.6555	0.5583	0.9417	0.8107	1.1617	0.9399	0.8362	0.5728	.	0.1134	224.4728	173.0615	0.1758	165.3307	149.7898	0.0573	0.2717	0	0.1928	0.0276	0	0.053	0.4015	0.6618	0.8911	0.8738	0.5488	0.4968	 
8951-6	8951	SCT_0344	2010_oh_8951_fruit-t.jpg	6	14.9795	11.7548	4.953	4.9784	2.3876	3.2004	0.6429	0.4821	0.8256	0.7641	1.0805	0.9335	0.8183	0.5025	.	0.0956	181.7717	164.1086	0.2366	266.838	126.5204	0.0461	0.0192	0	0.1272	0.0686	0	0.0423	0.5238	0.592	0.8916	0.881	0.4805	0.5088	 
8951-7	8951	SCT_0344	2010_oh_8951_fruit-t.jpg	7	16.912	14.0148	5.0546	5.3086	2.3114	3.7338	0.7033	0.4573	1	0.6784	1.4741	0.8655	0.7733	0.4817	.	0.1944	238.137	233.8976	0.3531	165.4512	109.3989	0	0	0	0.2976	0.0679	0	0.1331	0.3605	0.4932	0.8889	0.9	0.4557	0.5887	 
8951-8	8951	SCT_0344	2010_oh_8951_fruit-t.jpg	8	13.8474	10.9393	4.9276	4.9784	2.1336	2.8194	0.5663	0.433	0.9021	0.8557	1.0542	0.9184	0.766	0.5352	.	0.1179	209.8712	195.476	0.2713	171.631	167.231	0	0	0.1316	0	0.1039	0.0646	0	0.4865	0.6	0.8919	0.88	0.4286	0.5292	 
8951-9	8951	SCT_0344	2010_oh_8951_fruit-t.jpg	9	13.4113	9.7606	4.7752	4.8006	1.8034	2.5146	0.5238	0.3777	0.9202	0.867	1.0613	0.9109	0.7502	0.6463	.	0.1829	217.811	197.8886	0.3245	179.8327	170.0893	0	0	0	0.1099	0.0141	0	0.0395	0.5253	0.5714	0.8889	0.8889	0.3733	0.5639	 
8952-1	8952	SCT_0345	2010_oh_8952_fruit-t.jpg	1	26.2445	41.5044	8.7376	8.763	4.6736	5.969	0.6812	0.5349	0.9012	0.8256	1.0915	0.9336	0.8416	0.5671	.	0.1368	221.2934	166.9853	0.2751	197.6709	148.8573	0.026	0.023	0	0.1492	0.075	0	0.0649	0.4766	0.6239	0.8902	0.8848	0.5328	0.5116	 
